,freq_pvalue,pvalue,effect_size,gene_ids,feature_types,n_counts,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,clonally_expressed,normalized_effect_size
PSMD11,258,0.25948347345922734,-0.008004026529571329,ENSG00000108671,Gene Expression,1564.0,False,175,0.23373765,0.2100483,78.44827586206897,189.79497,5.2511992,1311,False,-0.03424363432265236
TAF7,260,0.2594932480571148,-0.008093080605293623,ENSG00000178913,Gene Expression,1595.0,False,170,0.23208076,0.20870441,79.06403940886699,188.44957,5.244123,1336,False,-0.03487182948022081
BPGM,241,0.25952295626546457,-0.0018920159441193074,ENSG00000172331,Gene Expression,246.0,False,28,0.0383909,0.037672304,96.55172413793103,31.173412,3.4711404,232,False,-0.049282926365570856
AC009120.2,238,0.25954422450800496,-0.0006064531475091488,ENSG00000259972,Gene Expression,31.0,False,8,0.008440227,0.008404808,99.01477832512316,6.8534646,2.0609548,31,False,-0.07185270368982657
TIMM10B,266,0.2595654741482363,-0.004253033048334215,ENSG00000132286,Gene Expression,507.0,False,77,0.09944694,0.09480727,90.51724137931035,80.750916,4.403677,486,False,-0.04276685796203769
ZNF211,220,0.2598063590616373,-0.0006815149776399267,ENSG00000121417,Gene Expression,46.0,False,6,0.0077645956,0.007734606,99.26108374384236,6.3048515,1.9885387,45,False,-0.08777211540634276
AC021092.1,238,0.2598230294893011,-0.00029876729188351055,ENSG00000186019,Gene Expression,10.0,False,2,0.002246546,0.0022440264,99.75369458128078,1.8241954,1.0382235,10,False,-0.13298961137037627
GPR89A,228,0.2599035519386985,-0.0010062340882597796,ENSG00000117262,Gene Expression,108.0,False,13,0.015666924,0.015545465,98.39901477832512,12.721543,2.618967,108,False,-0.0642266510947556
AL121574.1,230,0.26005759372804893,-0.0005234324210020283,ENSG00000225945,Gene Expression,10.0,False,4,0.005241857,0.005228166,99.50738916256158,4.2563877,1.6594441,10,False,-0.0998562971024015
BAD,276,0.2602142311240058,-0.008632888178265796,ENSG00000002330,Gene Expression,1665.0,False,197,0.26986042,0.23890698,75.73891625615762,219.12665,5.394203,1430,False,-0.031990198063903776
ERAL1,250,0.26041906711633134,-0.003700938836175713,ENSG00000132591,Gene Expression,637.0,False,68,0.088957295,0.08522063,91.62561576354679,72.23332,4.2936506,589,False,-0.04160354520213316
F12,249,0.26044542874942367,-0.00177987685358999,ENSG00000131187,Gene Expression,231.0,False,29,0.033998743,0.03343356,96.42857142857143,27.60698,3.3536508,219,False,-0.05235125514243563
DCAF15,213,0.2608817406338164,-0.001159379612736832,ENSG00000132017,Gene Expression,77.0,False,12,0.017205697,0.017059354,98.52216748768473,13.971025,2.7061167,76,False,-0.06738347437234267
ICE2,241,0.26098464541654187,-0.0016997998785386326,ENSG00000128915,Gene Expression,191.0,False,26,0.031231312,0.030753536,96.79802955665025,25.359825,3.271841,187,False,-0.054426143676521266
CD96,216,0.26108103370424474,-0.0003264808231709412,ENSG00000153283,Gene Expression,15.0,False,2,0.0024505018,0.002447504,99.75369458128078,1.9898075,1.095209,11,False,-0.13323019226356272
FAM215B,236,0.2611055466010005,-0.0008169359126538253,ENSG00000232300,Gene Expression,32.0,False,8,0.011155544,0.0110937795,99.01477832512316,9.058302,2.3083982,31,False,-0.07323138376049831
XPC,248,0.26110862733525175,-0.0028145395711823284,ENSG00000154767,Gene Expression,400.0,False,47,0.059003145,0.057328034,94.21182266009852,47.910553,3.8899932,376,False,-0.04770151819715994
AC105446.1,224,0.26126819761031717,-0.0009845747332409699,ENSG00000227053,Gene Expression,52.0,False,11,0.013719216,0.01362596,98.64532019704434,11.140003,2.496506,50,False,-0.07176610777338137
UBN1,253,0.2612890699152335,-0.0026014392723371915,ENSG00000118900,Gene Expression,345.0,False,47,0.058976088,0.057302486,94.21182266009852,47.888584,3.889544,332,False,-0.04411006855394018
CCND3,262,0.26137569786627335,-0.008665443944917806,ENSG00000112576,Gene Expression,1888.0,False,182,0.26598677,0.23585187,77.58620689655173,215.98126,5.379811,1392,False,-0.032578477238414894
C4orf47,242,0.26144085184669064,-0.0008821281230498544,ENSG00000205129,Gene Expression,76.0,False,8,0.011262826,0.011199872,99.01477832512316,9.145414,2.3170218,76,False,-0.0783220967200654
PLAGL2,226,0.26154963508587215,-0.0012191121165485291,ENSG00000126003,Gene Expression,103.0,False,16,0.020824216,0.020610357,98.0295566502463,16.909264,2.885318,102,False,-0.05854300102448526
MRPL21,260,0.261794135431336,-0.007092284244202052,ENSG00000197345,Gene Expression,1312.0,False,151,0.20221753,0.1841678,81.40394088669952,164.20064,5.1071606,1118,False,-0.03507254834653811
SHCBP1,237,0.2620290006542658,-0.00048361360450465806,ENSG00000171241,Gene Expression,56.0,False,4,0.004826616,0.004815005,99.50738916256158,3.9192123,1.5931485,52,False,-0.10019723994617816
TTC9C,245,0.26210639752673265,-0.002453674364629621,ENSG00000162222,Gene Expression,318.0,False,43,0.0522382,0.050919514,94.70443349753694,42.41742,3.7708607,306,False,-0.04697088282544642
NFXL1,238,0.26223871668342563,-0.0027425916226569425,ENSG00000170448,Gene Expression,263.0,False,44,0.05691577,0.055355016,94.58128078817734,46.215607,3.8547244,247,False,-0.0481868481100108
STKLD1,245,0.2623303268017201,-0.0005417489812797951,ENSG00000198870,Gene Expression,39.0,False,5,0.0062741805,0.00625458,99.38423645320196,5.0946345,1.8074088,39,False,-0.0863457757422993
POLRMT,237,0.26233125949950986,-0.0011554548183294981,ENSG00000099821,Gene Expression,68.0,False,13,0.017431077,0.017280899,98.39901477832512,14.154034,2.7182667,67,False,-0.06628705981738785
CHPT1,227,0.2623633667604592,-0.0008169585490657473,ENSG00000111666,Gene Expression,59.0,False,11,0.012100761,0.012028132,98.64532019704434,9.825818,2.381934,59,False,-0.06751299037159582
C9orf85,220,0.2624708703896097,-0.0010697416954360238,ENSG00000155621,Gene Expression,122.0,False,13,0.017108353,0.016963653,98.39901477832512,13.891983,2.700823,118,False,-0.06252745103587787
MYLK,235,0.26266008480873726,-0.00142538885609865,ENSG00000065534,Gene Expression,114.0,False,16,0.023666289,0.023390584,98.0295566502463,19.217026,3.006525,88,False,-0.06022866001279728
CNOT7,255,0.262800886358281,-0.005994745654097633,ENSG00000198791,Gene Expression,1047.0,False,130,0.17234285,0.15900418,83.99014778325123,139.9424,4.9483514,938,False,-0.03478383694448325
GMPR,234,0.2628745016809031,-0.000976479362454867,ENSG00000137198,Gene Expression,141.0,False,12,0.015130534,0.015017209,98.52216748768473,12.285994,2.5867105,122,False,-0.06453700662438415
MOB3C,245,0.262886879281799,-0.0013909686017089806,ENSG00000142961,Gene Expression,159.0,False,20,0.02426153,0.023971895,97.53694581280789,19.700363,3.0301514,149,False,-0.057332269386514804
DCUN1D5,256,0.26297145845639486,-0.005087028201805566,ENSG00000137692,Gene Expression,862.0,False,100,0.13284123,0.12472884,87.68472906403942,107.86707,4.690128,780,False,-0.03829404638376868
TMEM14C,263,0.26303676095981254,-0.013160797992174844,ENSG00000111843,Gene Expression,4261.0,False,397,0.6169552,0.4805449,51.108374384236456,500.96765,6.218536,2837,False,-0.021331852864876093
HOXB7,241,0.2633431030071791,-0.0023117334917793914,ENSG00000260027,Gene Expression,222.0,False,35,0.045821317,0.044802524,95.6896551724138,37.20691,3.6430163,216,False,-0.05045104912577487
DENND1B,257,0.26338788513784617,-0.003137688835813321,ENSG00000213047,Gene Expression,412.0,False,55,0.06962443,0.06730759,93.22660098522168,56.535038,4.052394,394,False,-0.04506591682417749
DHCR24,239,0.2635842375640387,-0.000542296919462731,ENSG00000116133,Gene Expression,18.0,False,4,0.005659918,0.0056439606,99.50738916256158,4.5958533,1.7220259,18,False,-0.09581356748595347
Z94057.1,237,0.26363338486114996,-0.00042152528491408,ENSG00000260990,Gene Expression,27.0,False,4,0.0042375457,0.0042285924,99.50738916256158,3.440887,1.4908541,27,False,-0.09947392177321115
PIGF,257,0.26368759299946526,-0.006239455964040186,ENSG00000151665,Gene Expression,1009.0,False,134,0.17780414,0.16365181,83.49753694581281,144.37697,4.97933,906,False,-0.03509173569046347
COCH,234,0.2637801818566404,-0.0013114353557133265,ENSG00000100473,Gene Expression,184.0,False,19,0.023495317,0.023223551,97.66009852216749,19.078197,2.9996345,176,False,-0.055816883990906105
GPCPD1,257,0.26388259803084924,-0.004817076195698128,ENSG00000125772,Gene Expression,698.0,False,85,0.11898705,0.11242386,89.5320197044335,96.617485,4.5810566,643,False,-0.04048403627647129
IBTK,250,0.2639830053899014,-0.0029934064767004193,ENSG00000005700,Gene Expression,451.0,False,55,0.06963252,0.067315154,93.22660098522168,56.54161,4.0525084,424,False,-0.042988625974953905
ZDBF2,244,0.26399689344615557,-0.0007993752908307984,ENSG00000204186,Gene Expression,87.0,False,10,0.011529906,0.011463943,98.76847290640394,9.362284,2.3381727,87,False,-0.06933060079902088
PTOV1,258,0.2642102985631857,-0.004423976000060725,ENSG00000104960,Gene Expression,630.0,False,86,0.11047542,0.10478823,89.4088669950739,89.70604,4.507624,579,False,-0.04004488927893886
ZCCHC9,253,0.2642432100264826,-0.0029889236269138586,ENSG00000131732,Gene Expression,377.0,False,52,0.06475014,0.06274016,93.59605911330048,52.577118,3.981122,364,False,-0.04616088113995793
CCDC126,250,0.2642486664822101,-0.0017849486221710384,ENSG00000169193,Gene Expression,185.0,False,27,0.033983607,0.033418924,96.67487684729063,27.594688,3.353221,180,False,-0.052523813328727936
STRIP1,238,0.2643235705442421,-0.0014764980488609011,ENSG00000143093,Gene Expression,139.0,False,20,0.026094925,0.025760261,97.53694581280789,21.18908,3.0996003,138,False,-0.056581809228480266
TPRN,235,0.2643427427007479,-0.0006613045175432111,ENSG00000176058,Gene Expression,30.0,False,5,0.0072362716,0.0072102156,99.38423645320196,5.8758526,1.9280157,30,False,-0.09138746460438295
RAB3IL1,199,0.2643768771787547,-0.0006196092427913809,ENSG00000167994,Gene Expression,27.0,False,2,0.0044033863,0.0043937196,99.75369458128078,3.5755496,1.5207268,20,False,-0.1407119897045486
CUTC,267,0.26438468949592087,-0.0034092830958268594,ENSG00000119929,Gene Expression,563.0,False,66,0.07895728,0.075995095,91.87192118226602,64.11331,4.176129,535,False,-0.04317883049135113
OAT,268,0.2645307486887972,-0.0029957414008675853,ENSG00000065154,Gene Expression,439.0,False,55,0.071996644,0.06952293,93.22660098522168,58.461277,4.0853252,405,False,-0.04160945883910658
AF213884.3,230,0.2645460223366897,-0.0008070374575635218,ENSG00000260651,Gene Expression,91.0,False,11,0.012039881,0.011967978,98.64532019704434,9.776383,2.377357,90,False,-0.06703035056445965
TWF2,254,0.26459909590131925,-0.005376294873859211,ENSG00000247596,Gene Expression,972.0,False,110,0.14274627,0.13343437,86.45320197044335,115.909966,4.761404,866,False,-0.037663295055265174
COMMD2,252,0.264603780115684,-0.004254719679658653,ENSG00000114744,Gene Expression,743.0,False,84,0.10673541,0.101414606,89.65517241379311,86.66915,4.47357,701,False,-0.039862307618254766
LSM12,247,0.26463023087853565,-0.00531449166137829,ENSG00000161654,Gene Expression,835.0,False,105,0.14392982,0.13446955,87.06896551724138,116.87102,4.769591,761,False,-0.036924186419993954
PPP3CC,252,0.2647106046830381,-0.008730108165744266,ENSG00000120910,Gene Expression,1552.0,False,189,0.26021758,0.23128438,76.72413793103449,211.29666,5.3579845,1339,False,-0.0335492638854164
ICAM1,257,0.2647119683849636,-0.003637486669118617,ENSG00000090339,Gene Expression,412.0,False,65,0.08599903,0.08250032,91.99507389162561,69.83121,4.2602997,383,False,-0.04229683521393792
DTX1,252,0.2647876686472419,-0.0004519528617750934,ENSG00000135144,Gene Expression,34.0,False,4,0.0044419747,0.004432138,99.50738916256158,3.6068833,1.5275515,19,False,-0.10174593370430081
ZMYM1,242,0.2649698712113982,-0.0007108331824342562,ENSG00000197056,Gene Expression,100.0,False,8,0.009325285,0.009282073,99.01477832512316,7.572132,2.1485164,99,False,-0.07622642618739824
MLX,261,0.26502225656298545,-0.0049073643284186785,ENSG00000108788,Gene Expression,942.0,False,99,0.13408002,0.12582177,87.807881773399,108.87298,4.699325,839,False,-0.036600264783887684
BCL3,234,0.26508839335471607,-0.0007302741288778211,ENSG00000069399,Gene Expression,87.0,False,8,0.0097099785,0.0096631395,99.01477832512316,7.8845024,2.1843085,87,False,-0.07520862488730422
UGT8,166,0.2651508407485633,-0.00012086268343834889,ENSG00000174607,Gene Expression,11.0,False,1,0.00075388607,0.000753602,99.8768472906404,0.6121555,0.47757208,11,False,-0.16031956130872738
LCN12,233,0.2652065233131348,-0.000406740884379999,ENSG00000184925,Gene Expression,47.0,False,4,0.0041483333,0.0041397526,99.50738916256158,3.3684468,1.4744076,47,False,-0.09804922885582772
BHLHE41,277,0.2652200446566577,-0.010074395499761968,ENSG00000123095,Gene Expression,1941.0,False,217,0.33413765,0.28828514,73.27586206896552,271.31976,5.606977,1492,False,-0.030150435156558637
IGLV11-55,227,0.2653629088868522,-0.0007317953591418052,ENSG00000211641,Gene Expression,39.0,False,8,0.009953604,0.009904393,99.01477832512316,8.082327,2.2063303,35,False,-0.07352064169682766
OPRL1,243,0.2654274560293529,-0.00032450683981923153,ENSG00000125510,Gene Expression,18.0,False,2,0.0025302484,0.0025270528,99.75369458128078,2.0545616,1.116636,18,False,-0.1282509826560875
MIDN,246,0.265755652752108,-0.0024148037885857593,ENSG00000167470,Gene Expression,238.0,False,30,0.048507094,0.047367338,96.30541871921181,39.38776,3.6985269,225,False,-0.049782486856605586
HEBP1,247,0.2658881018968913,-0.002902906376818129,ENSG00000013583,Gene Expression,683.0,False,56,0.0652824,0.063239925,93.10344827586206,53.009308,3.9891565,558,False,-0.044466908561204097
ARID1A,260,0.26650565560490935,-0.004421202433232213,ENSG00000117713,Gene Expression,609.0,False,72,0.107036866,0.101686954,91.13300492610837,86.91393,4.4763584,575,False,-0.0413054173596858
HIRA,251,0.26652223186226576,-0.0005306875095175828,ENSG00000100084,Gene Expression,40.0,False,6,0.0061737252,0.006154746,99.26108374384236,5.013065,1.7939346,40,False,-0.08595904237607145
SHPRH,251,0.2665509129018752,-0.0021947887968152835,ENSG00000146414,Gene Expression,276.0,False,36,0.045999512,0.0449729,95.56650246305418,37.351604,3.6467965,268,False,-0.047713306027486614
SMIM5,251,0.2666901540848333,-0.002691430233354941,ENSG00000204323,Gene Expression,283.0,False,44,0.05981024,0.058089875,94.58128078817734,48.565914,3.9033034,260,False,-0.04499948907377048
DUS3L,249,0.26671706072942214,-0.002603623289431589,ENSG00000141994,Gene Expression,278.0,False,44,0.05690552,0.055345315,94.58128078817734,46.207283,3.8545482,269,False,-0.045753440531691295
SRI,261,0.26688333376156576,-0.009463485638433466,ENSG00000075142,Gene Expression,2341.0,False,234,0.3253455,0.28167316,71.18226600985223,264.18054,5.580411,1795,False,-0.029087496319913322
CES4A,239,0.2669789763927591,-0.000931601270755162,ENSG00000172824,Gene Expression,58.0,False,13,0.014981966,0.014870845,98.39901477832512,12.165356,2.5775888,57,False,-0.062181512073085525
ZDHHC4,269,0.2670381824022653,-0.00584727392958137,ENSG00000136247,Gene Expression,1009.0,False,120,0.15959576,0.14807145,85.22167487684729,129.59175,4.872076,902,False,-0.03663802856047985
SNX11,245,0.26704421702097125,-0.0014366875749852806,ENSG00000002919,Gene Expression,142.0,False,19,0.024975352,0.024668565,97.66009852216749,20.279985,3.057767,142,False,-0.05752421730042316
SSBP4,260,0.26706098996741523,-0.0023051565633478432,ENSG00000130511,Gene Expression,321.0,False,42,0.04918245,0.04801124,94.82758620689656,39.93615,3.7120135,306,False,-0.046869495764391526
LINC00539,238,0.2670947914403156,-0.002119740443216042,ENSG00000224429,Gene Expression,227.0,False,34,0.04492162,0.043941878,95.8128078817734,36.476357,3.6237102,213,False,-0.04718753161459302
PTPN18,263,0.26711296308357696,-0.004079656100027085,ENSG00000072135,Gene Expression,535.0,False,73,0.10155666,0.096724324,91.00985221674877,82.464005,4.4244156,486,False,-0.04017123200437601
SFXN4,243,0.2671490328373089,-0.005030340123239857,ENSG00000183605,Gene Expression,832.0,False,101,0.1306621,0.12280339,87.5615763546798,106.09762,4.673741,756,False,-0.03849884687258512
NRBP1,269,0.26726007420156445,-0.007878068085746592,ENSG00000115216,Gene Expression,1729.0,False,178,0.24280483,0.21737078,78.07881773399015,197.15752,5.2890625,1438,False,-0.03244609358903834
AL603783.1,235,0.26731323059678136,-0.0004337895355853421,ENSG00000287823,Gene Expression,36.0,False,4,0.0043828324,0.0043732557,99.50738916256158,3.55886,1.5170726,36,False,-0.0989747021766047
AC245014.3,251,0.2673425421168437,-0.005348097770252663,ENSG00000276216,Gene Expression,877.0,False,101,0.14090705,0.1318236,87.5615763546798,114.41652,4.7485476,746,False,-0.03795479219393649
IFNLR1,239,0.2673538490315754,-0.0007456089040086267,ENSG00000185436,Gene Expression,91.0,False,9,0.010765414,0.010707879,98.89162561576354,8.741516,2.2763968,90,False,-0.06925966071235988
TAPBPL,277,0.26743462308203525,-0.011816469818720754,ENSG00000139192,Gene Expression,3397.0,False,337,0.51330906,0.41429868,58.49753694581281,416.80695,6.0350194,2322,False,-0.02302018550688181
LAMTOR4,263,0.26745125561620375,-0.01320842471428274,ENSG00000188186,Gene Expression,5619.0,False,456,0.74991566,0.5595676,43.84236453201971,608.9315,6.413347,3451,False,-0.017613213630401837
GALNT3,235,0.2675740795133601,-0.00033409818552339494,ENSG00000115339,Gene Expression,43.0,False,2,0.0026060983,0.0026027083,99.75369458128078,2.1161518,1.1365988,40,False,-0.12819861192034723
USF2,259,0.2675849249838975,-0.0039894058482798644,ENSG00000105698,Gene Expression,802.0,False,80,0.099569604,0.09491883,90.14778325123153,80.85052,4.404895,732,False,-0.04006650318968999
MUS81,267,0.2675925225685774,-0.0025714924941989126,ENSG00000172732,Gene Expression,291.0,False,50,0.05762233,0.056023303,93.8423645320197,46.78933,3.8668025,283,False,-0.044626667570962064
LRRC8A,236,0.2676122350610417,-0.0008853547925915702,ENSG00000136802,Gene Expression,74.0,False,13,0.014299655,0.01419838,98.39901477832512,11.6113205,2.5345948,74,False,-0.06191441485574861
